PMID,Title,Abstract,Journal,PubDate,Source,Authors,School/Company,DOI,PMCID,Impact Factor
39824200,"Aspirin after completion of standard adjuvant therapy for colorectal cancer (ASCOLT): an international, multicentre, phase 3, randomised, double-blind, placebo-controlled trial.","Aspirin is a simple, globally available medication that has been shown to reduce the incidence of colorectal cancer. We aimed to evaluate the safety and efficacy of aspirin in the secondary prevention of colorectal cancer.",The lancet. Gastroenterology & hepatology,2025,Lancet Gastroenterol Hepatol,Chia John W K; Segelov Eva; Deng Yanhong; Ho Gwo Fuang; Wang Wei; Han Shuting; Sharma Atul; Ding Kefeng; Chen Gong; Jeffery Mark G; Tham Chee Kian; Ahn Joong Bae; Nott Louise; Zielinski Robert; Chao Tsu-Yi; van Hagen Tom; Wei Po-Li; Day Fiona; Mehta Shaesta; Yau Thomas; Peng Jiewen; Hayes Theresa M; Li Yong; Gandhi Mihir; Foo Estelle M J; Rahman Nabilah; Rothwell Peter; Ali Raghib; Simes John; Toh Han Chong,"Division of Medical Oncology, National Cancer Centre Singapore, Singapore.; Department of Clinical Research and Department of Radiation Oncology, Faculty of Medicine, University of Bern, Bern, Switzerland; Australasian Gastro-Intestinal Trials Group (AGITG), GI Cancer Institute @Lifehouse, Camperdown, NSW, Australia.; Department of Medical Oncology, The Sixth Affiliated Hospital, Sun Yat-sen University, Guangzhou, China.; University Malaya Medical Centre, University of Malaya, Kuala Lumpur, Malaysia.; The First People's Hospital of Foshan, Foshan, China.; Division of Medical Oncology, National Cancer Centre Singapore, Singapore.; Department of Medical Oncology, AIIMS, New Delhi, India.; Department of Colorectal Surgery and Oncology, The Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China.; Department of Colorectal Surgery, Sun Yat-sen University Cancer Centre, Guangzhou, China.; Australasian Gastro-Intestinal Trials Group (AGITG), GI Cancer Institute @Lifehouse, Camperdown, NSW, Australia; Oncology Service, Christchurch Hospital, Christchurch, New Zealand.; Division of Medical Oncology, National Cancer Centre Singapore, Singapore.; Division of Medical Oncology, Yonsei University College of Medicine, Seoul, South Korea.; Tasmanian Health Service, Royal Hobart Hospital, Hobart, TAS, Australia.; Central West Cancer Care Centre, Orange Base Hospital, Orange, NSW, Australia; Western Sydney University, Sydney, NSW, Australia.; Hematology & Oncology, Taipei Medical University-Shuang Ho Hospital, New Taipei City, Taiwan.; St John of God Subiaco Hospital, Subiaco, WA, Australia.; Division of Colorectal Surgery, Department of Surgery, Taipei Medical University Hospital, Taipei Medical University, Taipei, Taiwan.; Australasian Gastro-Intestinal Trials Group (AGITG), GI Cancer Institute @Lifehouse, Camperdown, NSW, Australia; Medical Oncology, Calvary Mater Newcastle and University of Newcastle, Newcastle, NSW, Australia.; Department of Digestive Diseases and Clinical Nutrition Member, Disease Management Group - Gastrointestinal Oncology, Tata Memorial Hospital, Mumbai, India.; Department of Medicine, Queen Mary Hospital and Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, China.; Department of Medical Oncology, Zhongshan City People's Hospital, Zhongshan, China.; South West Oncology, South West Regional Cancer Centre, Warrnambool, VIC, Australia.; Department of Gastrointestinal Surgery, Guangdong Provincial People's Hospital, Southern Medical University, Guangzhou, China.; Department of Biostatistics, Singapore Clinical Research Institute, Singapore; Centre for Quantitative Medicine, Duke-NUS Medical School, Singapore.; Division of Medical Oncology, National Cancer Centre Singapore, Singapore.; Department of Biostatistics, Singapore Clinical Research Institute, Singapore; Saw Swee Hock School of Public Health, National University of Singapore and National University Health System, Singapore.; Nuffield Department of Clinical Neurosciences, University of Oxford, Oxford, UK.; MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Cambridge, UK; Public Health Research Centre, New York University Abu Dhabi, Abu Dhabi, United Arab Emirates.; Australasian Gastro-Intestinal Trials Group (AGITG), GI Cancer Institute @Lifehouse, Camperdown, NSW, Australia; NHMRC Clinical Trials Centre, University of Sydney, Sydney, NSW, Australia.; Division of Medical Oncology, National Cancer Centre Singapore, Singapore. Electronic address: toh.han.chong@singhealth.com.sg.",10.1016/S2468-1253(24)00387-X,,N/A
39776925,Real-World Analyses of the De-Escalation of Dual Antiplatelet Therapy in Treatment of Acute Myocardial Infarction Undergoing Percutaneous Coronary Intervention in Taiwan.,Dual antiplatelet therapy (DAPT) is the standard treatment for acute myocardial infarction (MI). This study aimed to investigate the use of DAPT and de-escalation after discharge in real-world practice among patients with acute MI undergoing percutaneous coronary intervention (PCI) in Taiwan.,Acta Cardiologica Sinica,2025,Acta Cardiol Sin,Li Yi-Heng; Hsieh I-Chang; Lin Hui-Wen; Lin Sheng-Hsiang,"Division of Cardiology, Department of Internal Medicine, National Cheng Kung University Hospital, College of Medicine, National Cheng Kung University, Tainan.; Division of Cardiology, Department of Internal Medicine, Chang Gung Memorial Hospital at Linkou and Chang Gung University College of Medicine, Taoyuan.; Division of Cardiology, Department of Internal Medicine, National Cheng Kung University Hospital, College of Medicine, National Cheng Kung University, Tainan.; Biostatistics Consulting Center, National Cheng Kung University Hospital, College of Medicine, National Cheng Kung University.",10.6515/ACS.202501_41(1).20240916B,PMC11701495,N/A
39674322,"Aspirin modulates generation of procoagulant phospholipids in cardiovascular disease, by regulating LPCAT3.","Enzymatically oxygenated phospholipids (eoxPL) from lipoxygenases (LOX) or cyclooxygenase (COX) are prothrombotic. Their generation in arterial disease, and their modulation by cardiovascular therapies is unknown. Furthermore, the Lands cycle acyl-transferases that catalyze their formation are unidentified. eoxPL were measured in platelets and leukocytes from an atherosclerotic cardiovascular disease (ASCVD) cohort and retrieved human arterial thrombi from three anatomical sites. The impact of age, gender, and aspirin was characterized in platelets from healthy subjects administered low-dose aspirin. The role of lysophosphatidylcholine acyltransferase 3 (LPCAT3) in eoxPL biosynthesis was tested using an inhibitor and a cell-free assay. Platelets from ASCVD patients generated lower levels of COX-derived eoxPL but elevated 12-LOX-diacyl forms, than platelets from healthy controls. This associated with aspirin and was recapitulated in healthy subjects by aspirin supplementation. P2Y12 inhibition had no impact on eoxPL. LPCAT3 inhibition selectively prevented 12-LOX-derived diacyl-eoxPL generation. LPCAT3 activity was not directly altered by aspirin. P2Y12 inhibition or aspirin had little impact on eoxPL in leukocytes. Complex aspirin-dependent gender and seasonal effects on platelet eoxPL generation were seen in healthy subjects. Limb or coronary (ST-elevation myocardial infarction, STEMI) thrombi displayed a platelet eoxPL signature while carotid thrombi had a white cell profile. EoxPL are altered in ASCVD by a commonly used cardiovascular therapy, and LPCAT3 was identified as the acyltransferase generating aspirin-sensitive 12-LOX diacyl forms. These changes to the phospholipid composition of blood cells in humans at risk of thrombosis may be clinically significant where the procoagulant membrane plays a central role in driving elevated thrombotic risk.",Journal of lipid research,2025,J Lipid Res,Protty Majd B; Tyrrell Victoria J; Hajeyah Ali A; Morgan Bethan; Costa Daniela; Li Yong; Choudhury Anirban; Mitra Rito; Bosanquet David; Reed Alex; Denisenko Iuliia K; Nagata Katsuyuki; Shindou Hideo; Cravatt Benjamin F; Poole Alastair W; Shimizu Takao; Yousef Zaheer; Collins Peter W; O'Donnell Valerie B,"Systems Immunity Research Institute, Cardiff University, Cardiff, UK. Electronic address: prottym3@cardiff.ac.uk.; Systems Immunity Research Institute, Cardiff University, Cardiff, UK.; Systems Immunity Research Institute, Cardiff University, Cardiff, UK.; Systems Immunity Research Institute, Cardiff University, Cardiff, UK.; Systems Immunity Research Institute, Cardiff University, Cardiff, UK.; Bristol Platelet Group, School of Physiology, Pharmacology & Neuroscience, University of Bristol, Bristol, UK.; Morriston Cardiac Centre, Swansea Bay University Health Board, Swansea, UK.; Department of Cardiology, University Hospital of Wales, Cardiff, UK.; Department of Vascular Surgery, Aneurin Bevan University Health Board, Cwmbran, UK.; Department of Chemistry, The Scripps Research Institute, San Diego, CA.; Systems Immunity Research Institute, Cardiff University, Cardiff, UK.; National Center for Global Health and Medicine, Tokyo, Japan.; National Center for Global Health and Medicine, Tokyo, Japan.; Department of Chemistry, The Scripps Research Institute, San Diego, CA.; Bristol Platelet Group, School of Physiology, Pharmacology & Neuroscience, University of Bristol, Bristol, UK.; National Center for Global Health and Medicine, Tokyo, Japan.; Department of Cardiology, University Hospital of Wales, Cardiff, UK.; Systems Immunity Research Institute, Cardiff University, Cardiff, UK.; Systems Immunity Research Institute, Cardiff University, Cardiff, UK. Electronic address: o-donnellvb@cardiff.ac.uk.",10.1016/j.jlr.2024.100727,PMC11754521,N/A
39654024,A comparison of the effects of ticagrelor and clopidogrel in patients with acute ST-segment elevation myocardial infarction: a systematic review and meta-analysis of randomized clinical trials.,"Rupture of unstable coronary atherosclerotic plaque leads to acute ST-segment elevation myocardial infarction (STEMI). Dual anti-platelet therapy is one of the main treatments, and the combination of Aspirin and Clopidogrel is recognized as the standard oral regimen in most cases. Ticagrelor is a new generation of P2Y12 receptor inhibitors. We aimed to compare the effect of Ticagrelor and Clopidogrel in the treatment of patients post-STEMI.",BMC pharmacology & toxicology,2024,BMC Pharmacol Toxicol,Geravandi Mehdi; Nourabi Mohammad; Navabifar Sepehr; Geravandi Moein; Hooshanginezhad Zahra; Zand Sara; Taheri Parinaz,"Cardiovascular Research Center, Health Institute, Kermanshah University of Medical Sciences, Kermanshah, Iran.; Department of Neurology, Faculty of Medicine, Kermanshah University of Medical Science, Kermanshah, Iran.; Cardiovascular Research Center, Health Institute, Kermanshah University of Medical Sciences, Kermanshah, Iran.; Imam Khomeini Hospital, Kermanshah University of Medical Sciences, Kermanshah, Iran.; Department of Cardiology, Shiraz University of Medical Sciences, Shiraz, Iran.; Department of Cardiology, Noor shahriar hospital, Tehran, Iran.; Department of Cardiology, Salim Clinic, Tehran, Iran. taheriparinazmd@gmail.com.",10.1186/s40360-024-00817-8,PMC11626762,N/A
39607170,Fixed-Dose Antiplatelet Dual Combination in Patients with Coronary Artery Disease in Turkish Population: DAPT-TR.,Dual antiplatelet therapy (DAPT) is the treatment of choice for patients with acute and chronic coronary syndromes as it reduces mortality and prevents recurrent thrombotic complications. The assessment of both ischaemic burden and bleeding risk is crucial in deciding which DAPT to choose and how long it should be continued.,Arquivos brasileiros de cardiologia,2024,Arq Bras Cardiol,Öz Ahmet; Toprak Kenan; Aydin Ertan; Saraç İbrahim; Doğduş Mustafa; Opan Selçuk; Yenerçağ Mustafa; Tascanov Mustafa Begenc; Kümet Ömer; Karaağaç Miraç; Özmen Murat; Murat Bektaş; Kertmen Ömer; Bekler Özkan; İnci Sinan; Huyut Mustafa Ahmet; Özderya Ahmet; Er Fahri; Duran Mustafa; Ardahanlı İsa; Baş Mehmet Memduh; Güzel Tuncay; Ceyhun Gökhan; Özdemir İbrahim Halil; Özen Mehmet Burak; Gündüz Ramazan; Erdoğan Aslan; Çetin İlyas; Barış Veysel Özgür; Yayla Çağrı; Karaduman Medeni; Aşkın Lütfü; Bekar Lütfü; Tanrıverdi Okan; Özkan Eyüp; Yeşil Emrah; Çalışkan Serhat; Kuzu Zülfiye; Uğuz Berat; Böyük Ferit; Kunak Ayşegül Ülgen; Murat Selda; Asil Serkan; Kayhan Özkan; Erdoğan Emrah; Duz Ramazan; Katkat Fahrettin; Ekin Tuba; İbişoğlu Ersin; Ateş Bilge Nazar; Ayça Burak; Ergene Asım Oktay; Zoghi Mehdi,"Department of Cardiology, Health Science University, Istanbul Training and Research Hospital, Istanbul - Turquia.; Harran University, Faculty of Medicine, Department of Cardiology, Sanliurfa - Turquia.; Giresun Training and Research Hospital, Department of Cardiology, Giresun - Turquia.; Erzurum City Hospital, Department of Cardiology, Erzurum - Turkey.; Uşak University Training and Research Hospital, Department of Cardiology, Usak - Turquia.; Sanliurfa Training and Research Hospital, Department of Cardiology, Şanlıurfa - Turquia.; Samsun University, Faculty of Medicine, Department of Cardiology, Samsun - Turquia.; Harran University, Faculty of Medicine, Department of Cardiology, Sanliurfa - Turquia.; Van Training and Research Hospital, Department of Cardiology, Van - Turquia.; İnönü University Turgut Özal Tıp Merkezi Training and Research Hospital, Department of Cardiology, Malatya - Turquia.; Erzurum City Hospital, Department of Cardiology, Erzurum - Turkey.; Eskişehir City Hospital, Department of Cardiology, Eskişehir - Turquia.; Amasya University Sabuncuoğlu Şerefeddin Training and Research Hospital, Department of Cardiology, Amasya - Turquia.; Mustafa Kemal University, Faculty of Medicine, Department of Cardiology, Hatay - Turquia.; Aksaray University, Faculty of Medicine, Department of Cardiology, Aksaray - Turquia.; İstanbul Prof.Dr.Cemil Taşcıoğlu City Hospital, Department of Cardiology, İstanbul - Turquia.; Trabzon Kanuni Training and Research Hospital, Department of Cardiology, Trabzon - Turquia.; Ağrı Training and Research Hospital, Department of Cardiology, Ağrı - Turquia.; Konya City Hospital, Department of Cardiology, Konya - Turquia.; Bilcecik Şeyh Edebali University, Faculty of Medicine, Department of Cardiology, Bilecik - Turquia.; Private Meydan Hospital, Department of Cardiology, Şanlıurfa - Turquia.; Gazi Yaşargil Training and Research Hospital, Department of Cardiology, Diyarbakır - Turquia.; Atatürk University, Faculty of Medicine, Department of Cardiology, Erzurum - Turquia.; Manisa City Hospital, Department of Cardiology, Manisa - Turquia.; Manisa City Hospital, Department of Cardiology, Manisa - Turquia.; Manisa City Hospital, Department of Cardiology, Manisa - Turquia.; Başakşehir Çam ve Sakura City Hospital, Department of Cardiology, İstanbul - Turquia.; Başakşehir Çam ve Sakura City Hospital, Department of Cardiology, İstanbul - Turquia.; Gaziantep Dr. Ersin Arslan Training and Research Hospital, Department of Cardiology, Gaziantep - Turquia.; Ankara Bilkent City Hospital, Department of Cardiology,Ankara - Turquia.; Van Yüzüncü Yıl University, Faculty of Medicine, Department of Cardiology, Van - Turquia.; Gaziantep İslam Bilim ve Teknoloji University, Faculty of Medicine, Department of Cardiology, Gaziantep - Turquia.; Hitit University, Faculty of Medicine, Department of Cardiology, Çorum - Turquia.; Adıyaman University, Faculty of Medicine, Department of Cardiology, Adıyaman - Turquia.; Başakşehir Çam ve Sakura City Hospital, Department of Cardiology, İstanbul - Turquia.; Mersin University, Faculty of Medicine, Department of Cardiology, Mersin - Turquia.; Bahçelievler State Hospital, Department of Cardiology,İstanbul - Turquia.; Kayseri City Hospital, Department of Cardiology, Kayseri - Turquia.; Bursa City Hospital, Department of Cardiology, Bursa - Turquia.; Yedikule Chest Diseases and Thoracic Surgery Training and Research Hospital, Department of Cardiology, İstanbul - Turquia.; Bandırma Training and Research Hospital, Department of Cardiology, Balıkesir - Turquia.; Eskişehir Osmangazi University, Faculty of Medicine, Department of Cardiology, Eskişehir - Turquia.; Gülhane Training and Research Hospital, Department of Cardiology, Ankara - Turquia.; Kepez State Hospital, Department of Cardiology, Antalya - Turquia.; Van Yüzüncü Yıl University, Faculty of Medicine, Department of Cardiology, Van - Turquia.; Van Yüzüncü Yıl University, Faculty of Medicine, Department of Cardiology, Van - Turquia.; İstanbul Training and Research Hospital, Department of Cardiology, İstanbul - Turquia.; Kırşehir Ahi Evran University Training and Research Hospital, Department of Cardiology, Kırşehir - Turquia.; Başakşehir Çam ve Sakura City Hospital, Department of Cardiology, İstanbul - Turquia.; Ankara University, Faculty of Medicine, Department of Cardiology, Ankara - Turquia.; İstanbul Training and Research Hospital, Department of Cardiology, İstanbul - Turquia.; Dokuz Eylul University, Department of Cardiology, Izmir - Turquia.; Ege University, Department of Cardiology, Izmir - Turquia.",10.36660/abc.20240202,PMC11634293,N/A
39602157,Long-Term Aspirin vs Clopidogrel After Coronary Stenting by Bleeding Risk and Procedural Complexity.,Antiplatelet monotherapy in the chronic maintenance period for patients with high bleeding risk (HBR) and those who have undergone complex percutaneous coronary intervention (PCI) has not yet been explored.,JAMA cardiology,2025,JAMA Cardiol,Kang Jeehoon; Chung Jaewook; Park Kyung Woo; Bae Jang-Whan; Lee Huijin; Hwang Doyeon; Yang Han-Mo; Han Kyoo-Rok; Moon Keon-Woong; Kim Ung; Rhee Moo-Yong; Kim Doo-Il; Kim Song-Yi; Lee Sung-Yun; Lee Seung Uk; Kim Sang-Wook; Kim Seok Yeon; Han Jung-Kyu; Shin Eun-Seok; Koo Bon-Kwon; Kim Hyo-Soo,"Seoul National University College of Medicine and Seoul National University Hospital, Seoul, Republic of Korea.; Seoul National University College of Medicine and Seoul National University Hospital, Seoul, Republic of Korea.; Seoul National University College of Medicine and Seoul National University Hospital, Seoul, Republic of Korea.; Chungbuk National University, Cheongju, Korea.; Seoul National University College of Medicine and Seoul National University Hospital, Seoul, Republic of Korea.; Seoul National University College of Medicine and Seoul National University Hospital, Seoul, Republic of Korea.; Seoul National University College of Medicine and Seoul National University Hospital, Seoul, Republic of Korea.; Kangdong Sacred Heart Hospital, Hallym University, Seoul, Korea.; St Vincent's Hospital, The Catholic University of Korea, Seoul, Korea.; Yeungnam University Hospital, Daegu, Korea.; Dongguk University Ilsan Hospital, Goyang, Korea.; Haeundae Paik Hospital, Inje University, Busan, Korea.; Jeju National University, Jeju, Korea.; Seoul Medical Center, Seoul, Korea.; Kwangju Christian Hospital, Gwangju, Korea.; Chung-Ang University Gwangmyeong Hospital, Gwangmyeong-si, Korea.; Seoul Medical Center, Seoul, Korea.; Seoul National University College of Medicine and Seoul National University Hospital, Seoul, Republic of Korea.; Ulsan University Hospital, Ulsan, Korea.; Seoul National University College of Medicine and Seoul National University Hospital, Seoul, Republic of Korea.; Seoul National University College of Medicine and Seoul National University Hospital, Seoul, Republic of Korea.",10.1001/jamacardio.2024.4030,PMC12079284,N/A
39601743,Genotype-Guided P2Y<sub>12</sub> Inhibitor Monotherapy Within 7 Days of Percutaneous Coronary Intervention in High Bleeding Risk Patients: The CHAMP Trial - A Pilot Study and Safety Assessment.,To test the feasibility and safety of genotype guidance in the selection of P2Y<sub>12</sub> monotherapy within 1 week of percutaneous coronary interventions (PCIs) among patients with high bleeding risk (HBR).,Mayo Clinic proceedings,2025,Mayo Clin Proc,Ingraham Brenden S; Huxley Samuel B; Lane Conor M; Gulati Rajiv; Lewis Bradley R; Jaffe Allan S; Bell Malcolm R; Lerman Amir; Pereira Naveen L; Moyer Ann M; Baudhuin Linnea M; Rihal Charanjit S; Singh Mandeep,"Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA.; Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA.; Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA.; Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA.; Biomedical Statistics and Informatics, Mayo Clinic, Rochester, MN, USA.; Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA.; Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA.; Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA.; Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA.; Lab Genetics and Genomics, Mayo Clinic, Rochester, MN, USA.; Lab Genetics and Genomics, Mayo Clinic, Rochester, MN, USA.; Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA.; Department of Cardiovascular Diseases, Mayo Clinic, Rochester, MN, USA. Electronic address: Singh.Mandeep@Mayo.edu.",10.1016/j.mayocp.2024.05.030,,N/A
39587825,"Rationale and Design of Dual Antiplatelet Therapy in Patients with Coronary Multi-Vessel Disease (DAPT-MVD): A Multicenter, Randomized, Controlled Trial.",The optimal duration of dual antiplatelet therapy (DAPT) for patients with coronary multi-vessel disease (MVD) who have received drug-eluting stents (DES) remains unclear.,Clinical cardiology,2024,Clin Cardiol,Tian Jinwei; Wang Zhuozhong; Wang Yan; Wang Fan; Wang Yini; Zhao Peng; Hou Xinyu; Peng Xiang; Tian Maoyi; Wang Duolao; Yu Bo,"Department of Cardiology, The Second Affiliated Hospital of Harbin Medical University, Harbin, China.; Department of Cardiology, The Second Affiliated Hospital of Harbin Medical University, Harbin, China.; Department of Cardiology, The Second Affiliated Hospital of Harbin Medical University, Harbin, China.; Department of Cardiology, The Second Affiliated Hospital of Harbin Medical University, Harbin, China.; Department of Cardiology, The Second Affiliated Hospital of Harbin Medical University, Harbin, China.; Department of Cardiology, The Second Affiliated Hospital of Harbin Medical University, Harbin, China.; Department of Cardiology, The Second Affiliated Hospital of Harbin Medical University, Harbin, China.; Department of Cardiology, The Second Affiliated Hospital of Harbin Medical University, Harbin, China.; School of Public Health, Harbin Medical University, Harbin, China.; Global Health Trials Unit, Liverpool School of Tropical Medicine, Liverpool, UK.; Department of Cardiology, The Second Affiliated Hospital of Harbin Medical University, Harbin, China.",10.1002/clc.70049,PMC11589165,N/A
39443015,Platelet FcγRIIa as a Marker of Cardiovascular Risk After Myocardial Infarction.,"A previous single-center study of patients with myocardial infarction (MI) showed that platelet FcγRIIa (pFCG) can distinguish patients at higher and lower risk of subsequent MI, stroke, and death.",Journal of the American College of Cardiology,2024,J Am Coll Cardiol,Schneider David J; McMahon Sean R; Angiolillo Dominick J; Fanaroff Alexander; Ibrahim Homam; Hohl Patrick K; Wanamaker Brett L; Effron Mark B; DiBattiste Peter M,"Department of Medicine, Cardiovascular Research Institute, University of Vermont, Burlington, Vermont, USA. Electronic address: david.schneider@med.uvm.edu.; Department of Medicine, Hartford Hospital, Hartford, Connecticut, USA.; Department of Medicine, University of Florida, Jacksonville, Florida, USA.; Department of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, USA.; Department of Medicine New York University, New York, New York, USA.; Division of Cardiovascular Medicine, Maine Medical Center, Portland, Maine, USA.; Division of Cardiovascular Medicine, University of Michigan, Ann Arbor, Michigan, USA.; John Ochsner Heart and Vascular Institute, University of Queensland Ochsner Clinical School, New Orleans, Louisiana, USA.; Prolocor, Philadelphia, Pennsylvania, USA.",10.1016/j.jacc.2024.08.051,,N/A
39368027,National Trends in Aspirin Use and Expenditures in the United States: Analysis of The Medical Expenditure Panel Survey 2000-2021.,"Since its invention in 1897, aspirin (ASA) has been the most widely used and cost-effective antiplatelet agent to prevent and treat atherosclerotic cardiovascular disease (ASCVD). We aimed to study the trends and expenditures associated with ASA use in the USA.",Cardiology and therapy,2024,Cardiol Ther,Thyagaturu Harshith; Ali Shafaqat; Seetharam Karthik; Upreti Prakash; Doddi Akshith; Atti Lalitsiri; Roma Nicholas; Lacoste Jordan L; Angirekula Aakash; Salami Joseph; Nasir Khurram; Balla Sudarshan,"Department of Cardiology, West Virginia University School of Medicine, 1 Medical Center Dr, Morgantown, WV, 26506, USA. harshith.thyagaturu@hsc.wvu.edu.; Department of Internal Medicine, Louisiana State University, Shreveport, LA, USA.; Department of Internal Medicine, Wyckoff Heights Medical Center, Brooklyn, NY, USA.; Sands-Constellation Heart Institute, Rochester Regional Health, Rochester, NY, USA.; Department of Cardiology, West Virginia University School of Medicine, 1 Medical Center Dr, Morgantown, WV, 26506, USA.; Department of Internal Medicine, Sparrow Hospital-Michigan State University, Lansing, MI, USA.; Department of Internal Medicine, St Luke's Hospitals, Bethlehem, PA, USA.; Department of Pharmacy, WVU Medicine, Morgantown, WV, USA.; Undergraduate Researcher, University of Texas at Austin, Austin, TX, USA.; Department of Internal Medicine, Charles E. Schmidt College of Medicine, Florida Atlantic University, Boca Raton, FL, USA.; Department of Cardiology, Houston Methodist Hospital, Houston, TX, USA.; Department of Cardiology, West Virginia University School of Medicine, 1 Medical Center Dr, Morgantown, WV, 26506, USA.",10.1007/s40119-024-00385-2,PMC11607373,N/A
39332703,Postoperative Bleeding Complications are Common among Patients Undergoing Transcarotid Artery Revascularization.,"Current practice guidelines recommend dual antiplatelet therapy for at least 30 days postoperatively after transcarotid artery revascularization (TCAR) to promote stent patency. However, many patients are already taking other antithrombotic medications. The optimal pharmacologic regimen in this patient population remains unclear, especially as it pertains to postoperative bleeding complications.",Annals of vascular surgery,2025,Ann Vasc Surg,Cui Christina L; Pride Laura B; Loanzon Roberto S; Southerland Kevin W; Chun Tristen T; Williams Zachary F; Kim Young,"Division of Vascular and Endovascular Surgery, Department of Surgery, Duke University, Durham, NC.; Division of Vascular and Endovascular Surgery, Department of Surgery, Duke University, Durham, NC.; Division of Vascular and Endovascular Surgery, Department of Surgery, Duke University, Durham, NC.; Division of Vascular and Endovascular Surgery, Department of Surgery, Duke University, Durham, NC.; Division of Vascular and Endovascular Surgery, Department of Surgery, Duke University, Durham, NC.; Division of Vascular and Endovascular Surgery, Department of Surgery, Duke University, Durham, NC.; Division of Vascular and Endovascular Surgery, Department of Surgery, Duke University, Durham, NC. Electronic address: y.kim@duke.edu.",10.1016/j.avsg.2024.07.109,,N/A
39314765,Supporting appropriate use of extended dual antiplatelet therapy post-myocardial infarction based on an innovative 12-month ticagrelor virtual service.,"Extended dual antiplatelet therapy (DAPT) with ticagrelor and aspirin is recommended in selected cases after myocardial infarction (MI) but not widely deployed in practice. This study assessed an innovative, cardiology pharmacist-led virtual service for determining eligibility for extended DAPT among patients completing 12 months of initial DAPT in primary care following MI.",Frontiers in cardiovascular medicine,2024,Front Cardiovasc Med,Khatib Rani; Barrowcliff Abigail; Wilson Franki; Awan Sidra; Khan Mutiba; Wheatcroft Stephen; Hall Alistair S,"Cardiology Department, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom.; Cardiology Department, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom.; Medicines Management, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom.; Medicines Management, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom.; Cardiology Department, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom.; Cardiology Department, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom.; Cardiology Department, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom.",10.3389/fcvm.2024.1399899,PMC11417623,N/A
